review_text,sentiment
"Session cookies changed recently and logged out our entire team at the same moment, no warning.",Frustrated
Support resolved a fairly complex integration issue in under a day.,Satisfied
Support suggested we clear our cache for a bug that was clearly on their end.,Frustrated
Our finance team said the invoicing process is the cleanest they deal with across all our vendors.,Satisfied
"Our team's read on the recent update is that it's neither better nor worse, just different.",Neutral
We're paying for a plan tier that got quietly renamed and now shows the wrong label everywhere.,Frustrated
The recent price restructuring landed harder than any increase we've seen before.,Frustrated
The last price increase letter arrived less than a week before the new rate actually took effect.,Frustrated
The dashboard used to load instantly. Now half the team complains about lag daily.,Frustrated
Our IT team spent a full day debugging an issue that turned out to be a documented but unflagged breaking change.,Frustrated
A support reply came back within the timeframe listed on their site.,Neutral
"Our team's onboarding feedback was uniformly positive, which is rare for us.",Satisfied
"We're on our fourth support thread about the same sync issue, and it's not getting any closer to fixed.",Frustrated
The recent update improved load times noticeably across the board.,Satisfied
The recent feature rollout included a genuinely useful migration guide for existing customers.,Satisfied
Our team's biggest compliment is that we genuinely forget this is third-party software sometimes.,Satisfied
Our nightly batch job got rate-limited without any documented change to explain it.,Frustrated
The recent redesign kept load times fast despite adding several new visual elements.,Satisfied
It took a formal complaint before anyone addressed the recurring overcharge.,Frustrated
"Support's answer to our escalation was just to reopen the same ticket, nothing new addressed.",Frustrated
It's hard to plan around a status page that doesn't reflect what we're actually experiencing.,Frustrated
"One export ran slow last week, otherwise unremarkable.",Neutral
Our team's day-to-day has gotten noticeably smoother since we adopted the API integration fully.,Satisfied
Six weeks in and we've already had two outages during business hours.,Frustrated
"Every automated report has been thrown off since the timezone bug started, and it's still not fixed.",Frustrated
The recent audit log improvements made our quarterly compliance check much faster.,Satisfied
